Size(sq.ft),Size(m2),Location,Price(HKD),Price(USD),HKD/sq.ft
448.00,41.62,"Tseung Kwan O, Hong Kong",6700000.00,859362.00,14955.36
448.00,41.62,"Tseung Kwan O, Hong Kong",6700000.00,859362.00,14955.36
448.00,41.62,"Tseung Kwan O, Hong Kong",6700000.00,859362.00,14955.36
554.00,51.47,"Tseung Kwan O, Hong Kong",6700000.00,859362.00,12093.86
554.00,51.47,"Tseung Kwan O, Hong Kong",6700000.00,859362.00,12093.86
554.00,51.47,"Tseung Kwan O, Hong Kong",6700000.00,859362.00,12093.86
598.00,55.56,"Tai Po, Hong Kong",6700000.00,859362.00,11204.01
700.00,65.03,"Tai Po, Hong Kong",6700000.00,859362.00,9571.43
465.00,43.20,"Tseung Kwan O, Hong Kong",6680000.00,856797.00,14365.59
465.00,43.20,"Tseung Kwan O, Hong Kong",6680000.00,856797.00,14365.59
497.00,46.17,"Tseung Kwan O, Hong Kong",6680000.00,856797.00,13440.64
497.00,46.17,"Tseung Kwan O, Hong Kong",6680000.00,856797.00,13440.64
497.00,46.17,"Tseung Kwan O, Hong Kong",6680000.00,856797.00,13440.64
409.00,38.00,"Sha Tin, Hong Kong",6600000.00,846536.00,16136.92
431.00,40.04,"Tai Po, Hong Kong",6600000.00,846536.00,15313.23
465.00,43.20,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,14193.55
465.00,43.20,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,14193.55
465.00,43.20,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,14193.55
465.00,43.20,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,14193.55
495.00,45.99,"Tai Po, Hong Kong",6600000.00,846536.00,13333.33
588.00,54.63,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,11224.49
588.00,54.63,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,11224.49
588.00,54.63,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,11224.49
588.00,54.63,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,11224.49
592.00,55.00,"Tseung Kwan O, Hong Kong",6600000.00,846536.00,11148.65
282.00,26.20,"Kennedy Town, Hong Kong",6580000.00,843971.00,23333.33
506.00,47.01,"Tseung Kwan O, Hong Kong",6580000.00,843971.00,13003.95
364.00,33.82,"Tseung Kwan O, Hong Kong",6550000.00,840123.00,17994.51
364.00,33.82,"Tseung Kwan O, Hong Kong",6550000.00,840123.00,17994.51
268.00,24.90,"Sha Tin, Hong Kong",6500000.00,833709.00,24253.73
274.00,25.46,"Central, Hong Kong",6500000.00,833709.00,23722.63
310.00,28.80,Hong Kong,6500000.00,833709.00,20967.74
319.00,29.64,"Kennedy Town, Hong Kong",6500000.00,833709.00,20376.18
327.00,30.38,"Sha Tin, Hong Kong",6500000.00,833709.00,19877.68
351.00,32.61,"Tseung Kwan O, Hong Kong",6500000.00,833709.00,18518.52
354.00,32.89,Hong Kong,6500000.00,833709.00,18361.58
391.00,36.32,"Aberdeen, Hong Kong",6500000.00,833709.00,16624.04
424.00,39.39,"Sai Kung, Hong Kong",6500000.00,833709.00,15330.19
431.00,40.04,"Tai Po, Hong Kong",6500000.00,833709.00,15081.21
446.00,41.43,"Tuen Mun, Hong Kong",6500000.00,833709.00,14573.99
588.00,54.63,"Tseung Kwan O, Hong Kong",6500000.00,833709.00,11054.42
589.00,54.72,"Tseung Kwan O, Hong Kong",6500000.00,833709.00,11035.65
589.00,54.72,"Tseung Kwan O, Hong Kong",6500000.00,833709.00,11035.65
639.00,59.36,Hong Kong,6500000.00,833709.00,10172.14
354.00,32.89,"Tseung Kwan O, Hong Kong",6490000.00,832427.00,18333.33
354.00,32.89,"Tseung Kwan O, Hong Kong",6490000.00,832427.00,18333.33
354.00,32.89,"Tseung Kwan O, Hong Kong",6490000.00,832427.00,18333.33
327.00,30.38,"Sha Tin, Hong Kong",6480000.00,831144.00,19816.51
592.00,55.00,"Tseung Kwan O, Hong Kong",6480000.00,831144.00,10945.95
592.00,55.00,"Tseung Kwan O, Hong Kong",6480000.00,831144.00,10945.95
354.00,32.89,"Tseung Kwan O, Hong Kong",6450000.00,827296.00,18220.34
354.00,32.89,"Tseung Kwan O, Hong Kong",6450000.00,827296.00,18220.34
354.00,32.89,"Tseung Kwan O, Hong Kong",6450000.00,827296.00,18220.34
469.00,43.57,"Sha Tin, Hong Kong",6450000.00,827296.00,13752.67
421.00,39.11,"Wong Chuk Hang, Hong Kong",6400000.00,820883.00,15201.90
497.00,46.17,"Tseung Kwan O, Hong Kong",6400000.00,820883.00,12877.26
497.00,46.17,"Tseung Kwan O, Hong Kong",6400000.00,820883.00,12877.26
645.00,59.92,"Tseung Kwan O, Hong Kong",6400000.00,820883.00,9922.48
351.00,32.61,"Tseung Kwan O, Hong Kong",6380000.00,818318.00,18176.64
592.00,55.00,"Tseung Kwan O, Hong Kong",6380000.00,818318.00,10777.03
592.00,55.00,"Tseung Kwan O, Hong Kong",6380000.00,818318.00,10777.03
327.00,30.38,"Sha Tin, Hong Kong",6350000.00,814470.00,19418.96
327.00,30.38,"Sha Tin, Hong Kong",6300000.00,808057.00,19266.06
375.00,34.84,"Tseung Kwan O, Hong Kong",6300000.00,808057.00,16800.00
375.00,34.84,"Tseung Kwan O, Hong Kong",6300000.00,808057.00,16800.00
375.00,34.84,"Tseung Kwan O, Hong Kong",6300000.00,808057.00,16800.00
413.00,38.37,"Kennedy Town, Hong Kong",6300000.00,808057.00,15254.24
443.00,41.16,"Tseung Kwan O, Hong Kong",6300000.00,808057.00,14221.22
443.00,41.16,"Tseung Kwan O, Hong Kong",6300000.00,808057.00,14221.22
487.00,45.24,Hong Kong,6300000.00,808057.00,12936.34
520.00,48.31,"Kwun Tong, Hong Kong",6300000.00,808057.00,12115.38
592.00,55.00,"Tuen Mun, Hong Kong",6300000.00,808057.00,10641.89
308.00,28.61,"Sha Tin, Hong Kong",6280000.00,805492.00,20389.61
427.00,39.67,"Tseung Kwan O, Hong Kong",6280000.00,805492.00,14707.26
427.00,39.67,"Tseung Kwan O, Hong Kong",6280000.00,805492.00,14707.26
363.00,33.72,"Sha Tin, Hong Kong",6250000.00,801644.00,17217.63
592.00,55.00,"Tseung Kwan O, Hong Kong",6250000.00,801644.00,10557.43
592.00,55.00,"Tseung Kwan O, Hong Kong",6220000.00,797796.00,10506.76
592.00,55.00,"Tseung Kwan O, Hong Kong",6220000.00,797796.00,10506.76
327.00,30.38,"Sha Tin, Hong Kong",6200000.00,795231.00,18960.24
337.00,31.31,Hong Kong,6200000.00,795231.00,18397.63
346.00,32.14,"Sha Tin, Hong Kong",6200000.00,795231.00,17919.08
355.00,32.98,"Tai Po, Hong Kong",6200000.00,795231.00,17464.79
401.00,37.25,"Sha Tin, Hong Kong",6200000.00,795231.00,15461.35
469.00,43.57,Hong Kong,6200000.00,795231.00,13219.62
592.00,55.00,"Tseung Kwan O, Hong Kong",6200000.00,795231.00,10472.97
339.00,31.49,Hong Kong,6180000.00,792665.00,18230.09
343.00,31.87,"Aberdeen, Hong Kong",6180000.00,792665.00,18017.49
302.00,28.06,"Kennedy Town, Hong Kong",6100000.00,782404.00,20198.68
400.00,37.16,"Tai Po, Hong Kong",6100000.00,782404.00,15250.00
426.00,39.58,"Tseung Kwan O, Hong Kong",6100000.00,782404.00,14319.25
435.00,40.41,"Tseung Kwan O, Hong Kong",6100000.00,782404.00,14022.99
435.00,40.41,"Tseung Kwan O, Hong Kong",6100000.00,782404.00,14022.99
435.00,40.41,"Tseung Kwan O, Hong Kong",6100000.00,782404.00,14022.99
343.00,31.87,"Aberdeen, Hong Kong",6080000.00,779839.00,17725.95
397.00,36.88,"Tai Po, Hong Kong",6080000.00,779839.00,15314.86
421.00,39.11,"Tseung Kwan O, Hong Kong",6080000.00,779839.00,14441.81
421.00,39.11,"Tseung Kwan O, Hong Kong",6080000.00,779839.00,14441.81
490.00,45.52,"Sha Tin, Hong Kong",6080000.00,779839.00,12408.16
589.00,54.72,"Tseung Kwan O, Hong Kong",6030000.00,773426.00,10237.69
354.00,32.89,"Tseung Kwan O, Hong Kong",6010000.00,770861.00,16977.40
354.00,32.89,"Tseung Kwan O, Hong Kong",6010000.00,770861.00,16977.40
222.00,20.62,"Sha Tin, Hong Kong",6000000.00,769578.00,27027.03
259.00,24.06,"Kennedy Town, Hong Kong",6000000.00,769578.00,23166.02
320.00,29.73,"Aberdeen, Hong Kong",6000000.00,769578.00,18750.00
327.00,30.38,"Sha Tin, Hong Kong",6000000.00,769578.00,18348.62
379.00,35.21,"Tai Po, Hong Kong",6000000.00,769578.00,15831.13
390.00,36.23,"Kennedy Town, Hong Kong",6000000.00,769578.00,15384.62
396.00,36.79,"Aberdeen, Hong Kong",6000000.00,769578.00,15151.52
401.00,37.25,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,14962.59
401.00,37.25,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,14962.59
401.00,37.25,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,14962.59
431.00,40.04,"Tai Po, Hong Kong",6000000.00,769578.00,13921.11
431.00,40.04,"Tai Po, Hong Kong",6000000.00,769578.00,13921.11
432.00,40.13,"Tai Po, Hong Kong",6000000.00,769578.00,13888.89
443.00,41.16,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,13544.02
443.00,41.16,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,13544.02
443.00,41.16,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,13544.02
443.00,41.16,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,13544.02
495.00,45.99,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,12121.21
495.00,45.99,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,12121.21
589.00,54.72,"Tseung Kwan O, Hong Kong",6000000.00,769578.00,10186.76
684.00,63.55,"Yau Ma Tei, Hong Kong",6000000.00,769578.00,8771.93
259.00,24.06,"Kennedy Town, Hong Kong",5990000.00,768295.00,23127.41
340.00,31.59,"Aberdeen, Hong Kong",5980000.00,767013.00,17588.24
400.00,37.16,"Tai Po, Hong Kong",5980000.00,767013.00,14950.00
423.00,39.30,"Aberdeen, Hong Kong",5980000.00,767013.00,14137.12
563.00,52.30,"Tai Po, Hong Kong",5980000.00,767013.00,10621.67
401.00,37.25,"Tseung Kwan O, Hong Kong",5960000.00,764447.00,14862.84
314.00,29.17,"Sha Tin, Hong Kong",5880000.00,754186.00,18726.11
351.00,32.61,"Tseung Kwan O, Hong Kong",5880000.00,754186.00,16752.14
351.00,32.61,"Tseung Kwan O, Hong Kong",5880000.00,754186.00,16752.14
254.00,23.60,"Sha Tin, Hong Kong",5800000.00,743925.00,22834.65
356.00,33.07,"Kennedy Town, Hong Kong",5800000.00,743925.00,16292.13
401.00,37.25,"Tseung Kwan O, Hong Kong",5800000.00,743925.00,14463.84
401.00,37.25,"Tseung Kwan O, Hong Kong",5800000.00,743925.00,14463.84
401.00,37.25,"Tseung Kwan O, Hong Kong",5800000.00,743925.00,14463.84
401.00,37.25,"Tseung Kwan O, Hong Kong",5800000.00,743925.00,14463.84
447.00,41.53,"Tai Po, Hong Kong",5800000.00,743925.00,12975.39
448.00,41.62,"Tai Po, Hong Kong",5800000.00,743925.00,12946.43
490.00,45.52,"Sha Tin, Hong Kong",5800000.00,743925.00,11836.73
526.00,48.87,"Stanley, Hong Kong",5800000.00,743925.00,11026.62
304.00,28.24,"Sha Tin, Hong Kong",5780000.00,741360.00,19013.16
452.00,41.99,"Tseung Kwan O, Hong Kong",5780000.00,741360.00,12787.61
284.00,26.38,"Sha Tin, Hong Kong",5700000.00,731099.00,20070.42
469.00,43.57,"Sha Tin, Hong Kong",5700000.00,731099.00,12153.52
401.00,37.25,"Tseung Kwan O, Hong Kong",5680000.00,728534.00,14164.59
401.00,37.25,"Tseung Kwan O, Hong Kong",5680000.00,728534.00,14164.59
401.00,37.25,"Tseung Kwan O, Hong Kong",5680000.00,728534.00,14164.59
304.00,28.24,"Sha Tin, Hong Kong",5600000.00,718273.00,18421.05
438.00,40.69,"Tai Po, Hong Kong",5600000.00,718273.00,12785.39
284.00,26.38,"Sha Tin, Hong Kong",5580000.00,715708.00,19647.89
285.00,26.48,"Sha Tin, Hong Kong",5580000.00,715708.00,19578.95
336.00,31.22,"Sha Tin, Hong Kong",5580000.00,715708.00,16607.14
222.00,20.62,"Sha Tin, Hong Kong",5500000.00,705446.00,24774.77
227.00,21.09,"Sha Tin, Hong Kong",5500000.00,705446.00,24229.07
280.00,26.01,"Aberdeen, Hong Kong",5500000.00,705446.00,19642.86
495.00,45.99,"Tseung Kwan O, Hong Kong",5500000.00,705446.00,11111.11
342.00,31.77,"Tai Po, Hong Kong",5450000.00,699033.00,15935.67
342.00,31.77,"Tai Po, Hong Kong",5400000.00,692620.00,15789.47
422.00,39.20,"Tai Po, Hong Kong",5400000.00,692620.00,12796.21
452.00,41.99,"Tseung Kwan O, Hong Kong",5400000.00,692620.00,11946.90
485.00,45.06,"Tseung Kwan O, Hong Kong",5400000.00,692620.00,11134.02
485.00,45.06,"Tseung Kwan O, Hong Kong",5400000.00,692620.00,11134.02
312.00,28.99,"Sha Tin, Hong Kong",5350000.00,686207.00,17147.44
353.00,32.79,Hong Kong,5300000.00,679794.00,15014.16
371.00,34.47,"Aberdeen, Hong Kong",5300000.00,679794.00,14285.71
375.00,34.84,"Sha Tin, Hong Kong",5300000.00,679794.00,14133.33
390.00,36.23,"Tai Po, Hong Kong",5300000.00,679794.00,13589.74
401.00,37.25,"Tseung Kwan O, Hong Kong",5300000.00,679794.00,13216.96
401.00,37.25,"Tseung Kwan O, Hong Kong",5300000.00,679794.00,13216.96
401.00,37.25,"Tseung Kwan O, Hong Kong",5300000.00,679794.00,13216.96
401.00,37.25,"Tseung Kwan O, Hong Kong",5300000.00,679794.00,13216.96
401.00,37.25,"Tseung Kwan O, Hong Kong",5300000.00,679794.00,13216.96
401.00,37.25,"Tseung Kwan O, Hong Kong",5300000.00,679794.00,13216.96
401.00,37.25,Hong Kong,5300000.00,679794.00,13216.96
435.00,40.41,"Tai Po, Hong Kong",5300000.00,679794.00,12183.91
495.00,45.99,"Tseung Kwan O, Hong Kong",5250000.00,673381.00,10606.06
252.00,23.41,"Sha Tin, Hong Kong",5200000.00,666968.00,20634.92
284.00,26.38,"Sha Tin, Hong Kong",5200000.00,666968.00,18309.86
447.00,41.53,"Tai Po, Hong Kong",5200000.00,666968.00,11633.11
242.00,22.48,"Sha Tin, Hong Kong",5150000.00,660554.00,21280.99
254.00,23.60,"Sha Tin, Hong Kong",5100000.00,654141.00,20078.74
282.00,26.20,"Sha Tin, Hong Kong",5100000.00,654141.00,18085.11
374.00,34.75,"Tai Po, Hong Kong",5100000.00,654141.00,13636.36
294.00,27.31,"Tai Po, Hong Kong",5050000.00,647728.00,17176.87
316.00,29.36,"Wan Chai, Hong Kong",5050000.00,647728.00,15981.01
254.00,23.60,"Sha Tin, Hong Kong",5020000.00,643880.00,19763.78
339.00,31.49,"Tai Po, Hong Kong",5000000.00,641315.00,14749.26
401.00,37.25,"Tseung Kwan O, Hong Kong",5000000.00,641315.00,12468.83
624.00,57.97,"Tai Po, Hong Kong",5000000.00,641315.00,8012.82
260.00,24.15,"Sha Tin, Hong Kong",4990000.00,640032.00,19192.31
305.00,28.34,"Sha Tin, Hong Kong",4990000.00,640032.00,16360.66
381.00,35.40,"Sha Tin, Hong Kong",4990000.00,640032.00,13097.11
700.00,65.03,"Tai Po, Hong Kong",4990000.00,640032.00,7128.57
195.00,18.12,"Aberdeen, Hong Kong",4980000.00,638750.00,25538.46
320.00,29.73,"Tai Po, Hong Kong",4980000.00,638750.00,15562.50
320.00,29.73,"Tai Po, Hong Kong",4980000.00,638750.00,15562.50
341.00,31.68,Hong Kong,4980000.00,638750.00,14604.11
252.00,23.41,"Sha Tin, Hong Kong",4910000.00,629771.00,19484.13
296.00,27.50,"Tai Po, Hong Kong",4900000.00,628489.00,16554.05
349.00,32.42,"Tseung Kwan O, Hong Kong",4900000.00,628489.00,14040.11
349.00,32.42,"Tseung Kwan O, Hong Kong",4900000.00,628489.00,14040.11
381.00,35.40,"Sha Tin, Hong Kong",4880000.00,625923.00,12808.40
632.00,58.71,"Tai Po, Hong Kong",4880000.00,625923.00,7721.52
242.00,22.48,"Sha Tin, Hong Kong",4850000.00,622076.00,20041.32
270.00,25.08,"Sha Tin, Hong Kong",4850000.00,622076.00,17962.96
366.00,34.00,"Tseung Kwan O, Hong Kong",4800000.00,615662.00,13114.75
366.00,34.00,"Tseung Kwan O, Hong Kong",4800000.00,615662.00,13114.75
394.00,36.60,"Sha Tin, Hong Kong",4800000.00,615662.00,12182.74
279.00,25.92,"Sha Tin, Hong Kong",4750000.00,609249.00,17025.09
365.00,33.91,"Tai Po, Hong Kong",4700000.00,602836.00,12876.71
376.00,34.93,"Tai Po, Hong Kong",4700000.00,602836.00,12500.00
539.00,50.07,"Sha Tin, Hong Kong",4700000.00,602836.00,8719.85
304.00,28.24,Hong Kong,4680000.00,600271.00,15394.74
255.00,23.69,Hong Kong,4600000.00,590010.00,18039.22
315.00,29.26,"Tai Po, Hong Kong",4600000.00,590010.00,14603.17
229.00,21.27,Hong Kong,4500000.00,577183.00,19650.66
349.00,32.42,"Tseung Kwan O, Hong Kong",4500000.00,577183.00,12893.98
349.00,32.42,"Tseung Kwan O, Hong Kong",4500000.00,577183.00,12893.98
355.00,32.98,"Tai Po, Hong Kong",4500000.00,577183.00,12676.06
245.00,22.76,"Hung Hom, Hong Kong",4450000.00,570770.00,18163.27
591.00,54.91,"Tai Po, Hong Kong",4400000.00,564357.00,7445.01
200.00,18.58,Hong Kong,4300000.00,551531.00,21500.00
208.00,19.32,"Tseung Kwan O, Hong Kong",4200000.00,538705.00,20192.31
187.00,17.37,"Kennedy Town, Hong Kong",3990000.00,511769.00,21336.90
490.00,45.52,"Tai Po, Hong Kong",3930000.00,504074.00,8020.41
212.00,19.70,"Tseung Kwan O, Hong Kong",3900000.00,500226.00,18396.23
212.00,19.70,"Tseung Kwan O, Hong Kong",3900000.00,500226.00,18396.23
211.00,19.60,"Tseung Kwan O, Hong Kong",3850000.00,493813.00,18246.45
211.00,19.60,"Tseung Kwan O, Hong Kong",3850000.00,493813.00,18246.45
213.00,19.79,"Tseung Kwan O, Hong Kong",3800000.00,487399.00,17840.38
350.00,32.52,"Tai Po, Hong Kong",3800000.00,487399.00,10857.14
489.00,45.43,"Tai Po, Hong Kong",3800000.00,487399.00,7770.96
399.00,37.07,"Tai Po, Hong Kong",3780000.00,484834.00,9473.68
381.00,35.40,"Aberdeen, Hong Kong",3680000.00,472008.00,9658.79
381.00,35.40,"Aberdeen, Hong Kong",3650000.00,468160.00,9580.05
213.00,19.79,"Tseung Kwan O, Hong Kong",3590000.00,460464.00,16854.46
213.00,19.79,"Tseung Kwan O, Hong Kong",3590000.00,460464.00,16854.46
401.00,37.25,"Tai Po, Hong Kong",3580000.00,459182.00,8927.68
475.00,44.13,"Tai Po, Hong Kong",3500000.00,448920.00,7368.42
489.00,45.43,"Tai Po, Hong Kong",3500000.00,448920.00,7157.46
381.00,35.40,"Aberdeen, Hong Kong",3380000.00,433529.00,8871.39
164.00,15.24,"Tseung Kwan O, Hong Kong",3280000.00,420703.00,20000.00
443.00,41.16,"Tai Po, Hong Kong",3200000.00,410442.00,7223.48
443.00,41.16,"Tai Po, Hong Kong",3100000.00,397615.00,6997.74
443.00,41.16,"Tai Po, Hong Kong",3100000.00,397615.00,6997.74
228.00,21.18,"Tai Po, Hong Kong",3000000.00,384789.00,13157.89
443.00,41.16,"Tai Po, Hong Kong",3000000.00,384789.00,6772.01
121.00,11.24,"Tai Po, Hong Kong",2700000.00,346310.00,22314.05
349.00,32.42,"Tai Po, Hong Kong",2500000.00,320657.00,7163.32
376.00,34.93,"Tai Po, Hong Kong",2500000.00,320657.00,6648.94
381.00,35.40,"Tai Po, Hong Kong",2500000.00,320657.00,6561.68
349.00,32.42,"Tai Po, Hong Kong",2370000.00,303983.00,6790.83
489.00,45.43,"Tai Po, Hong Kong",2350000.00,301418.00,4805.73
366.00,34.00,"Tai Po, Hong Kong",2300000.00,295005.00,6284.15
349.00,32.42,"Tai Po, Hong Kong",2230000.00,286026.00,6389.68
286.00,26.57,"Tai Po, Hong Kong",2100000.00,269352.00,7342.66
349.00,32.42,"Tai Po, Hong Kong",2000000.00,256526.00,5730.66
355.00,32.98,"Tai Po, Hong Kong",1750000.00,224460.00,4929.58
234.00,21.74,"Tai Po, Hong Kong",1000000.00,128263.00,4273.50
